San Antonio Spurs,103,Memphis Grizzlies,83,2016
Oklahoma City Thunder,95,Miami Heat,97,2016
Indiana Pacers,111,Portland Trail Blazers,123,2016
Boston Celtics,114,Sacramento Kings,97,2016
Denver Nuggets,106,Toronto Raptors,105,2016
Orlando Magic,103,Utah Jazz,94,2016
Los Angeles Lakers,87,Atlanta Hawks,100,2016
Houston Rockets,100,Dallas Mavericks,96,2016
Milwaukee Bucks,95,Detroit Pistons,102,2016
Cleveland Cavaliers,108,New Orleans Pelicans,114,2016
Brooklyn Nets,91,New York Knicks,108,2016
Phoenix Suns,106,Washington Wizards,109,2016
Charlotte Hornets,102,Chicago Bulls,96,2016
Sacramento Kings,113,Houston Rockets,120,2016
Orlando Magic,101,Los Angeles Clippers,103,2016
Cleveland Cavaliers,84,Miami Heat,99,2016
New York Knicks,91,Milwaukee Bucks,106,2016
Portland Trail Blazers,109,Minnesota Timberwolves,103,2016
Denver Nuggets,108,Philadelphia 76ers,105,2016
Boston Celtics,105,San Antonio Spurs,108,2016
Golden State Warriors,112,Toronto Raptors,109,2016
Indiana Pacers,119,Utah Jazz,122,2016
Golden State Warriors,114,Brooklyn Nets,98,2016
Los Angeles Lakers,91,Detroit Pistons,111,2016
Phoenix Suns,93,Memphis Grizzlies,95,2016
Sacramento Kings,95,Oklahoma City Thunder,98,2016
Dallas Mavericks,116,Washington Wizards,104,2016
Phoenix Suns,103,Chicago Bulls,101,2016
Detroit Pistons,84,Charlotte Hornets,104,2016
Washington Wizards,114,Miami Heat,103,2016
Portland Trail Blazers,88,Milwaukee Bucks,90,2016
Los Angeles Clippers,110,Minnesota Timberwolves,106,2016
Boston Celtics,111,New Orleans Pelicans,93,2016
Dallas Mavericks,104,New York Knicks,97,2016
San Antonio Spurs,119,Philadelphia 76ers,68,2016
Los Angeles Lakers,93,Toronto Raptors,102,2016
Houston Rockets,105,Brooklyn Nets,110,2016
Portland Trail Blazers,100,Cleveland Cavaliers,105,2016
Orlando Magic,85,Denver Nuggets,74,2016
Golden State Warriors,131,Indiana Pacers,123,2016
Oklahoma City Thunder,125,Memphis Grizzlies,88,2016
Utah Jazz,106,Sacramento Kings,114,2016
Chicago Bulls,100,Boston Celtics,105,2016
Miami Heat,81,Charlotte Hornets,99,2016
Atlanta Hawks,98,Dallas Mavericks,95,2016
Memphis Grizzlies,93,Detroit Pistons,92,2016
Los Angeles Clippers,109,Milwaukee Bucks,95,2016
Los Angeles Lakers,122,Minnesota Timberwolves,123,2016
Orlando Magic,104,Phoenix Suns,107,2016
San Antonio Spurs,94,Toronto Raptors,97,2016
New York Knicks,85,Utah Jazz,106,2016
Houston Rockets,109,Washington Wizards,103,2016
Philadelphia 76ers,91,Brooklyn Nets,100,2016
Los Angeles Clippers,80,Chicago Bulls,83,2016
Atlanta Hawks,94,Oklahoma City Thunder,107,2016
New York Knicks,97,Sacramento Kings,99,2016
Golden State Warriors,124,Boston Celtics,119,2016
Minnesota Timberwolves,108,Denver Nuggets,111,2016
Miami Heat,83,Indiana Pacers,96,2016
Charlotte Hornets,123,Memphis Grizzlies,99,2016
Washington Wizards,105,New Orleans Pelicans,107,2016
Cleveland Cavaliers,111,Orlando Magic,76,2016
Detroit Pistons,107,Philadelphia 76ers,95,2016
Portland Trail Blazers,106,Phoenix Suns,96,2016
Los Angeles Lakers,87,San Antonio Spurs,109,2016
Milwaukee Bucks,83,Toronto Raptors,90,2016
Oklahoma City Thunder,94,Utah Jazz,90,2016
San Antonio Spurs,103,Atlanta Hawks,78,2016
Los Angeles Clippers,105,Brooklyn Nets,100,2016
New Orleans Pelicans,94,Chicago Bulls,98,2016
Boston Celtics,98,Charlotte Hornets,93,2016
Washington Wizards,114,Dallas Mavericks,111,2016
Indiana Pacers,96,Detroit Pistons,118,2016
Los Angeles Lakers,97,Houston Rockets,126,2016
Golden State Warriors,95,Milwaukee Bucks,108,2016
New York Knicks,112,Portland Trail Blazers,110,2016
Memphis Grizzlies,97,Miami Heat,100,2016
Utah Jazz,98,Oklahoma City Thunder,104,2016
Minnesota Timberwolves,101,Phoenix Suns,108,2016
Philadelphia 76ers,76,Toronto Raptors,96,2016
Miami Heat,100,Atlanta Hawks,88,2016
Orlando Magic,105,Brooklyn Nets,82,2016
Philadelphia 76ers,96,Chicago Bulls,115,2016
Phoenix Suns,94,Dallas Mavericks,104,2016
Houston Rockets,108,Denver Nuggets,114,2016
Los Angeles Clippers,105,Detroit Pistons,103,2016
Toronto Raptors,90,Indiana Pacers,106,2016
Washington Wizards,95,Memphis Grizzlies,112,2016
New Orleans Pelicans,101,Portland Trail Blazers,105,2016
Utah Jazz,81,San Antonio Spurs,118,2016
Cleveland Cavaliers,89,Boston Celtics,77,2016
Milwaukee Bucks,95,Los Angeles Lakers,113,2016
Denver Nuggets,112,Minnesota Timberwolves,100,2016
Houston Rockets,97,Sacramento Kings,107,2016
Philadelphia 76ers,106,Atlanta Hawks,127,2016
Miami Heat,104,Brooklyn Nets,98,2016
Memphis Grizzlies,85,Chicago Bulls,98,2016
Boston Celtics,116,Detroit Pistons,119,2016
Phoenix Suns,103,Golden State Warriors,128,2016
Dallas Mavericks,81,Indiana Pacers,107,2016
Milwaukee Bucks,90,Los Angeles Clippers,103,2016
Minnesota Timberwolves,102,New York Knicks,107,2016
Portland Trail Blazers,90,Oklahoma City Thunder,106,2016
Charlotte Hornets,98,Orlando Magic,113,2016
Washington Wizards,95,San Antonio Spurs,114,2016
New Orleans Pelicans,104,Utah Jazz,94,2016
Toronto Raptors,99,Charlotte Hornets,109,2016
Oklahoma City Thunder,100,Cleveland Cavaliers,104,2016
Houston Rockets,107,Los Angeles Lakers,87,2016
Atlanta Hawks,109,Boston Celtics,101,2016
Detroit Pistons,147,Chicago Bulls,144,2016
Memphis Grizzlies,88,Dallas Mavericks,97,2016
Milwaukee Bucks,112,Golden State Warriors,121,2016
Brooklyn Nets,97,Indiana Pacers,104,2016
Toronto Raptors,108,Miami Heat,94,2016
Sacramento Kings,95,Minnesota Timberwolves,99,2016
Portland Trail Blazers,94,Orlando Magic,102,2016
New York Knicks,107,Philadelphia 76ers,97,2016
New Orleans Pelicans,88,Phoenix Suns,104,2016
Los Angeles Clippers,107,San Antonio Spurs,115,2016
Denver Nuggets,88,Utah Jazz,97,2016
Los Angeles Clippers,97,Houston Rockets,107,2016
Indiana Pacers,84,Memphis Grizzlies,96,2016
Chicago Bulls,91,New York Knicks,107,2016
Los Angeles Lakers,78,Oklahoma City Thunder,118,2016
Charlotte Hornets,101,Washington Wizards,109,2016
Minnesota Timberwolves,100,Brooklyn Nets,85,2016
Philadelphia 76ers,86,Cleveland Cavaliers,108,2016
New Orleans Pelicans,130,Denver Nuggets,125,2016
Portland Trail Blazers,109,Miami Heat,116,2016
Atlanta Hawks,103,Orlando Magic,100,2016
Milwaukee Bucks,101,Phoenix Suns,95,2016
Sacramento Kings,104,Toronto Raptors,94,2016
Portland Trail Blazers,97,Atlanta Hawks,106,2016
Minnesota Timberwolves,99,Boston Celtics,113,2016
Brooklyn Nets,105,Chicago Bulls,102,2016
Charlotte Hornets,95,Houston Rockets,102,2016
Oklahoma City Thunder,100,Los Angeles Clippers,99,2016
Orlando Magic,107,New York Knicks,99,2016
Indiana Pacers,92,San Antonio Spurs,106,2016
Phoenix Suns,89,Utah Jazz,110,2016
Sacramento Kings,99,Washington Wizards,113,2016
Los Angeles Lakers,111,Denver Nuggets,107,2016
Detroit Pistons,93,Miami Heat,92,2016
Memphis Grizzlies,104,Philadelphia 76ers,90,2016
Dallas Mavericks,99,Toronto Raptors,103,2016
Detroit Pistons,100,Atlanta Hawks,107,2016
Dallas Mavericks,119,Brooklyn Nets,118,2016
Boston Celtics,102,Charlotte Hornets,89,2016
New York Knicks,84,Cleveland Cavaliers,91,2016
Utah Jazz,85,Golden State Warriors,103,2016
Sacramento Kings,108,Indiana Pacers,106,2016
Oklahoma City Thunder,120,Los Angeles Lakers,85,2016
Philadelphia 76ers,100,Milwaukee Bucks,113,2016
San Antonio Spurs,108,Minnesota Timberwolves,83,2016
Portland Trail Blazers,89,New Orleans Pelicans,115,2016
Houston Rockets,101,Orlando Magic,104,2016
Denver Nuggets,104,Phoenix Suns,96,2016
Memphis Grizzlies,91,Washington Wizards,100,2016
Cleveland Cavaliers,83,Golden State Warriors,89,2016
San Antonio Spurs,84,Houston Rockets,88,2016
Los Angeles Clippers,94,Los Angeles Lakers,84,2016
New Orleans Pelicans,88,Miami Heat,94,2016
Chicago Bulls,105,Oklahoma City Thunder,96,2016
New York Knicks,98,Atlanta Hawks,117,2016
Washington Wizards,111,Brooklyn Nets,96,2016
Memphis Grizzlies,92,Charlotte Hornets,98,2016
Chicago Bulls,111,Dallas Mavericks,118,2016
Boston Celtics,99,Detroit Pistons,93,2016
Toronto Raptors,111,Milwaukee Bucks,90,2016
Indiana Pacers,102,Minnesota Timberwolves,88,2016
Houston Rockets,108,New Orleans Pelicans,110,2016
Miami Heat,108,Orlando Magic,101,2016
Philadelphia 76ers,111,Phoenix Suns,104,2016
Cleveland Cavaliers,76,Portland Trail Blazers,105,2016
Denver Nuggets,86,San Antonio Spurs,101,2016
Los Angeles Clippers,109,Utah Jazz,104,2016
New York Knicks,91,Boston Celtics,100,2016
Los Angeles Lakers,96,Memphis Grizzlies,112,2016
Denver Nuggets,112,Oklahoma City Thunder,122,2016
Portland Trail Blazers,98,Sacramento Kings,94,2016
Toronto Raptors,97,Chicago Bulls,104,2016
Los Angeles Lakers,98,Charlotte Hornets,108,2016
Milwaukee Bucks,93,Dallas Mavericks,103,2016
Sacramento Kings,103,Golden State Warriors,122,2016
Atlanta Hawks,87,Indiana Pacers,93,2016
Brooklyn Nets,111,Miami Heat,105,2016
New Orleans Pelicans,89,Orlando Magic,104,2016
Cleveland Cavaliers,101,Phoenix Suns,97,2016
Minnesota Timberwolves,95,San Antonio Spurs,101,2016
Philadelphia 76ers,91,Utah Jazz,95,2016
Los Angeles Clippers,108,Washington Wizards,91,2016
Cleveland Cavaliers,93,Denver Nuggets,87,2016
Atlanta Hawks,121,Houston Rockets,115,2016
Miami Heat,90,Memphis Grizzlies,99,2016
Detroit Pistons,96,New York Knicks,108,2016
Milwaukee Bucks,123,Oklahoma City Thunder,131,2016
Los Angeles Lakers,112,Boston Celtics,104,2016
Indiana Pacers,100,Chicago Bulls,102,2016
Los Angeles Clippers,122,Charlotte Hornets,117,2016
Golden State Warriors,91,Dallas Mavericks,114,2016
Utah Jazz,80,Minnesota Timberwolves,94,2016
Brooklyn Nets,93,Orlando Magic,100,2016
Denver Nuggets,103,Portland Trail Blazers,110,2016
Philadelphia 76ers,110,Sacramento Kings,105,2016
Phoenix Suns,79,San Antonio Spurs,112,2016
Washington Wizards,91,Toronto Raptors,94,2016
Minnesota Timberwolves,90,Detroit Pistons,115,2016
Golden State Warriors,114,Houston Rockets,110,2016
Milwaukee Bucks,120,Indiana Pacers,116,2016
Los Angeles Clippers,95,New Orleans Pelicans,89,2016
Phoenix Suns,106,Oklahoma City Thunder,110,2016
Portland Trail Blazers,96,Utah Jazz,109,2016
New York Knicks,81,Chicago Bulls,108,2016
Philadelphia 76ers,84,Los Angeles Lakers,93,2016
Dallas Mavericks,82,Miami Heat,106,2016
Charlotte Hornets,94,Toronto Raptors,104,2016
Orlando Magic,91,Washington Wizards,103,2016
Brooklyn Nets,100,Boston Celtics,97,2016
Oklahoma City Thunder,109,Charlotte Hornets,90,2016
Orlando Magic,79,Cleveland Cavaliers,104,2016
New Orleans Pelicans,105,Dallas Mavericks,98,2016
Denver Nuggets,108,Golden State Warriors,111,2016
Detroit Pistons,82,Indiana Pacers,94,2016
Philadelphia 76ers,99,Los Angeles Clippers,130,2016
Milwaukee Bucks,95,Minnesota Timberwolves,85,2016
Phoenix Suns,119,Sacramento Kings,142,2016
Houston Rockets,103,San Antonio Spurs,121,2016
Memphis Grizzlies,87,Utah Jazz,92,2016
Portland Trail Blazers,112,Denver Nuggets,106,2016
Phoenix Suns,77,Los Angeles Lakers,97,2016
Atlanta Hawks,97,New York Knicks,111,2016
Chicago Bulls,115,Toronto Raptors,113,2016
Miami Heat,97,Washington Wizards,75,2016
Boston Celtics,103,Brooklyn Nets,94,2016
Toronto Raptors,100,Cleveland Cavaliers,122,2016
Orlando Magic,89,Detroit Pistons,115,2016
Charlotte Hornets,101,Golden State Warriors,111,2016
Indiana Pacers,100,Miami Heat,103,2016
San Antonio Spurs,123,Milwaukee Bucks,98,2016
Sacramento Kings,116,Oklahoma City Thunder,104,2016
Minnesota Timberwolves,99,Philadelphia 76ers,109,2016
Memphis Grizzlies,91,Portland Trail Blazers,78,2016
Houston Rockets,93,Utah Jazz,91,2016
New York Knicks,107,Atlanta Hawks,101,2016
Milwaukee Bucks,106,Chicago Bulls,117,2016
Sacramento Kings,116,Dallas Mavericks,117,2016
Golden State Warriors,109,Los Angeles Lakers,88,2016
Detroit Pistons,99,Boston Celtics,94,2016
Toronto Raptors,91,Brooklyn Nets,74,2016
New York Knicks,98,Miami Heat,90,2016
Denver Nuggets,78,Minnesota Timberwolves,74,2016
Dallas Mavericks,100,New Orleans Pelicans,91,2016
Memphis Grizzlies,94,Oklahoma City Thunder,112,2016
Indiana Pacers,95,Orlando Magic,86,2016
Charlotte Hornets,102,Phoenix Suns,111,2016
Los Angeles Clippers,109,Portland Trail Blazers,98,2016
Utah Jazz,98,San Antonio Spurs,123,2016
Cleveland Cavaliers,121,Washington Wizards,115,2016
Boston Celtics,92,Chicago Bulls,101,2016
Utah Jazz,94,Houston Rockets,103,2016
Atlanta Hawks,126,Philadelphia 76ers,98,2016
Los Angeles Lakers,115,Sacramento Kings,118,2016
Orlando Magic,83,Brooklyn Nets,77,2016
Oklahoma City Thunder,117,Los Angeles Lakers,113,2016
Denver Nuggets,84,Memphis Grizzlies,91,2016
Dallas Mavericks,95,Milwaukee Bucks,96,2016
Cleveland Cavaliers,125,Minnesota Timberwolves,99,2016
Indiana Pacers,91,New Orleans Pelicans,86,2016
Miami Heat,103,Phoenix Suns,95,2016
Golden State Warriors,128,Portland Trail Blazers,108,2016
New York Knicks,99,San Antonio Spurs,100,2016
Toronto Raptors,97,Washington Wizards,88,2016
Chicago Bulls,105,Atlanta Hawks,120,2016
Brooklyn Nets,89,Detroit Pistons,103,2016
Charlotte Hornets,83,Los Angeles Clippers,97,2016
Washington Wizards,105,Orlando Magic,99,2016
Toronto Raptors,108,Philadelphia 76ers,95,2016
Golden State Warriors,128,Sacramento Kings,116,2016
Miami Heat,83,Utah Jazz,98,2016
Charlotte Hornets,92,Denver Nuggets,95,2016
Indiana Pacers,103,Houston Rockets,107,2016
New Orleans Pelicans,111,Los Angeles Clippers,114,2016
Utah Jazz,86,Los Angeles Lakers,74,2016
Boston Celtics,98,Memphis Grizzlies,101,2016
Dallas Mavericks,93,Minnesota Timberwolves,87,2016
Milwaukee Bucks,88,New York Knicks,100,2016
Cleveland Cavaliers,95,Philadelphia 76ers,85,2016
Oklahoma City Thunder,110,Portland Trail Blazers,115,2016
San Antonio Spurs,106,Brooklyn Nets,79,2016
Washington Wizards,114,Chicago Bulls,100,2016
Miami Heat,103,Golden State Warriors,111,2016
Cleveland Cavaliers,110,Dallas Mavericks,107,2016
San Antonio Spurs,109,Detroit Pistons,99,2016
Phoenix Suns,97,Indiana Pacers,116,2016
New Orleans Pelicans,91,Los Angeles Lakers,95,2016
Houston Rockets,107,Memphis Grizzlies,91,2016
Chicago Bulls,101,Milwaukee Bucks,106,2016
Oklahoma City Thunder,101,Minnesota Timberwolves,96,2016
Boston Celtics,114,New York Knicks,120,2016
Indiana Pacers,94,Boston Celtics,103,2016
New York Knicks,104,Brooklyn Nets,110,2016
Atlanta Hawks,84,Charlotte Hornets,107,2016
Golden State Warriors,110,Denver Nuggets,112,2016
Minnesota Timberwolves,104,Houston Rockets,107,2016
Miami Heat,90,Los Angeles Clippers,104,2016
Dallas Mavericks,89,Oklahoma City Thunder,108,2016
Utah Jazz,85,Portland Trail Blazers,99,2016
New Orleans Pelicans,109,Sacramento Kings,97,2016
Milwaukee Bucks,101,Washington Wizards,106,2016
Los Angeles Lakers,98,Golden State Warriors,116,2016
Detroit Pistons,101,Memphis Grizzlies,103,2016
Toronto Raptors,106,Orlando Magic,103,2016
Chicago Bulls,115,Philadelphia 76ers,111,2016
Cleveland Cavaliers,95,San Antonio Spurs,99,2016
Sacramento Kings,103,Utah Jazz,101,2016
Phoenix Suns,103,Boston Celtics,117,2016
Portland Trail Blazers,116,Brooklyn Nets,104,2016
Dallas Mavericks,83,Chicago Bulls,77,2016
Miami Heat,98,Denver Nuggets,95,2016
Cleveland Cavaliers,91,Houston Rockets,77,2016
Washington Wizards,118,Indiana Pacers,104,2016
Atlanta Hawks,101,Milwaukee Bucks,108,2016
Charlotte Hornets,107,New Orleans Pelicans,109,2016
Minnesota Timberwolves,93,Oklahoma City Thunder,113,2016
Brooklyn Nets,86,Atlanta Hawks,114,2016
Milwaukee Bucks,105,Charlotte Hornets,92,2016
Golden State Warriors,95,Detroit Pistons,113,2016
Sacramento Kings,110,Los Angeles Clippers,103,2016
New York Knicks,95,Memphis Grizzlies,103,2016
Portland Trail Blazers,89,Philadelphia 76ers,114,2016
Los Angeles Lakers,82,Utah Jazz,109,2016
Boston Celtics,119,Washington Wizards,117,2016
Indiana Pacers,126,Denver Nuggets,129,2016
Houston Rockets,112,Los Angeles Lakers,95,2016
Phoenix Suns,87,Minnesota Timberwolves,117,2016
Miami Heat,74,Oklahoma City Thunder,99,2016
Dallas Mavericks,83,San Antonio Spurs,112,2016
Orlando Magic,81,Atlanta Hawks,98,2016
Utah Jazz,119,Charlotte Hornets,124,2016
Golden State Warriors,132,Cleveland Cavaliers,98,2016
Boston Celtics,113,Dallas Mavericks,118,2016
Chicago Bulls,111,Detroit Pistons,101,2016
Houston Rockets,132,Los Angeles Clippers,140,2016
New Orleans Pelicans,99,Memphis Grizzlies,101,2016
Philadelphia 76ers,113,New York Knicks,119,2016
Brooklyn Nets,100,Toronto Raptors,112,2016
Portland Trail Blazers,108,Washington Wizards,98,2016
Oklahoma City Thunder,110,Denver Nuggets,104,2016
Milwaukee Bucks,91,Miami Heat,79,2016
Minnesota Timberwolves,99,New Orleans Pelicans,114,2016
Indiana Pacers,97,Phoenix Suns,94,2016
Cleveland Cavaliers,91,Brooklyn Nets,78,2016
Golden State Warriors,125,Chicago Bulls,94,2016
Minnesota Timberwolves,94,Dallas Mavericks,106,2016
Detroit Pistons,123,Houston Rockets,114,2016
Sacramento Kings,112,Los Angeles Lakers,93,2016
Utah Jazz,111,New York Knicks,118,2016
Charlotte Hornets,95,Oklahoma City Thunder,109,2016
Philadelphia 76ers,96,Orlando Magic,87,2016
Atlanta Hawks,104,Portland Trail Blazers,98,2016
Boston Celtics,109,Toronto Raptors,115,2016
Miami Heat,87,Washington Wizards,106,2016
Los Angeles Clippers,102,Cleveland Cavaliers,115,2016
Memphis Grizzlies,102,Denver Nuggets,101,2016
Detroit Pistons,99,New Orleans Pelicans,115,2016
San Antonio Spurs,117,Phoenix Suns,89,2016
Atlanta Hawks,88,Sacramento Kings,91,2016
Chicago Bulls,101,Boston Celtics,110,2016
Utah Jazz,108,Brooklyn Nets,86,2016
Oklahoma City Thunder,109,Dallas Mavericks,106,2016
Indiana Pacers,110,Golden State Warriors,122,2016
Milwaukee Bucks,98,Houston Rockets,102,2016
San Antonio Spurs,108,Los Angeles Lakers,95,2016
Los Angeles Clippers,116,New York Knicks,88,2016
Charlotte Hornets,120,Orlando Magic,116,2016
Miami Heat,81,Toronto Raptors,101,2016
New York Knicks,84,Charlotte Hornets,97,2016
Chicago Bulls,96,Cleveland Cavaliers,83,2016
Detroit Pistons,101,Denver Nuggets,104,2016
Memphis Grizzlies,101,Minnesota Timberwolves,106,2016
Milwaukee Bucks,99,New Orleans Pelicans,116,2016
Atlanta Hawks,95,Phoenix Suns,98,2016
Los Angeles Lakers,103,Portland Trail Blazers,121,2016
Indiana Pacers,97,Sacramento Kings,108,2016
Oklahoma City Thunder,106,Brooklyn Nets,116,2016
Dallas Mavericks,104,Houston Rockets,115,2016
Boston Celtics,112,Philadelphia 76ers,92,2016
Los Angeles Clippers,94,Toronto Raptors,112,2016
Miami Heat,89,Chicago Bulls,84,2016
Minnesota Timberwolves,107,Cleveland Cavaliers,114,2016
Atlanta Hawks,119,Denver Nuggets,105,2016
San Antonio Spurs,90,Golden State Warriors,120,2016
Orlando Magic,102,Memphis Grizzlies,108,2016
Houston Rockets,112,New Orleans Pelicans,111,2016
Charlotte Hornets,129,Sacramento Kings,128,2016
Detroit Pistons,95,Utah Jazz,92,2016
Boston Celtics,116,Washington Wizards,91,2016
Miami Heat,102,Brooklyn Nets,98,2016
Los Angeles Clippers,91,Indiana Pacers,89,2016
Dallas Mavericks,92,Los Angeles Lakers,90,2016
Orlando Magic,100,Milwaukee Bucks,107,2016
Oklahoma City Thunder,128,New York Knicks,122,2016
Phoenix Suns,103,Philadelphia 76ers,113,2016
Sacramento Kings,97,Portland Trail Blazers,112,2016
Washington Wizards,89,Toronto Raptors,106,2016
Los Angeles Clippers,85,Atlanta Hawks,83,2016
Denver Nuggets,103,Boston Celtics,111,2016
Phoenix Suns,93,Cleveland Cavaliers,115,2016
Philadelphia 76ers,97,Detroit Pistons,110,2016
Dallas Mavericks,107,Golden State Warriors,127,2016
Oklahoma City Thunder,126,Minnesota Timberwolves,123,2016
Houston Rockets,99,San Antonio Spurs,130,2016
Charlotte Hornets,73,Utah Jazz,102,2016
Atlanta Hawks,92,Indiana Pacers,111,2016
Chicago Bulls,114,Los Angeles Lakers,91,2016
Milwaukee Bucks,83,Memphis Grizzlies,103,2016
Sacramento Kings,105,New Orleans Pelicans,114,2016
New York Knicks,93,Toronto Raptors,103,2016
Denver Nuggets,117,Washington Wizards,113,2016
Orlando Magic,94,Boston Celtics,113,2016
